office_branch,office_id,office,district,district_display,district_id,election_id,election_date,is_special,total_votes,blank_votes,all_other_votes,num_candidates,id_winner,name_winner,display_winner,city_town_winner,party_winner,id_incumbent,name_incumbent,display_incumbent,city_town_incumbent,party_incumbent,id_dem,name_dem,display_dem,city_town_dem,votes_dem,percent_dem,id_gop,name_gop,display_gop,city_town_gop,votes_gop,percent_gop,id_third_party,name_third_party,display_third_party,city_town_third_party,votes_third_party,percent_third_party,party_third_party,id_write_in,name_write_in,display_write_in,city_town_write_in,votes_write_in,percent_write_in,party_write_in,election_year,incumbent_status,dem_win,dem_margin,pres_elec,pvi_year,PVI_N,PVI
Legislative,8,State Representative,Eighth Essex,8th Essex,58763,104655,2008-11-04,FALSE,22872,1764,18,2,62726,Lori A. Ehrlich,Lori A. Ehrlich (D-Marblehead),Marblehead,Democratic,62726,Lori A. Ehrlich,Lori A. Ehrlich (D-Marblehead),Marblehead,Democratic,62726,Lori A. Ehrlich,Lori A. Ehrlich (D-Marblehead),Marblehead,14072,0.6672356567093409,63118,John Blaisdell,John Blaisdell (R-Marblehead),Marblehead,7018,0.33276434329065907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,Dem_Incumbent,TRUE,33.447131341868186,TRUE,2008,12.235759413152902,D+12
Legislative,8,State Representative,Fifteenth Essex,15th Essex,58770,104670,2008-11-04,FALSE,19192,2308,29,2,62742,Linda Dean Campbell,Linda Dean Campbell (D-Methuen),Methuen,Democratic,62742,Linda Dean Campbell,Linda Dean Campbell (D-Methuen),Methuen,Democratic,62742,Linda Dean Campbell,Linda Dean Campbell (D-Methuen),Methuen,11836,0.7022248590922575,NA,NA,NA,NA,NA,NA,73693,"Joseph A. Leone, III","Joseph A. Leone, III (U-Methuen)",Methuen,5019,0.2977751409077425,Unenrolled,NA,NA,NA,NA,NA,NA,NA,2008,Dem_Incumbent,TRUE,40.444971818451506,TRUE,2008,2.0786501633371146,D+2
Legislative,8,State Representative,Eighteenth Essex,18th Essex,58773,104494,2008-11-04,FALSE,21909,1647,9,2,62753,Barbara A. L'Italien,Barbara A. L'Italien (D-Andover),Andover,Democratic,62753,Barbara A. L'Italien,Barbara A. L'Italien (D-Andover),Andover,Democratic,62753,Barbara A. L'Italien,Barbara A. L'Italien (D-Andover),Andover,11980,0.5915173060781119,63122,Lawrence Brennan,Lawrence Brennan (R-Georgetown),Georgetown,8273,0.4084826939218882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,Dem_Incumbent,TRUE,18.303461215622374,TRUE,2008,2.222428494075501,D+2
Legislative,8,State Representative,Second Franklin,2nd Franklin,58775,104523,2008-11-04,FALSE,18907,1248,13,2,63123,Christopher J. Donelan,Christopher J. Donelan (D-Orange),Orange,Democratic,63123,Christopher J. Donelan,Christopher J. Donelan (D-Orange),Orange,Democratic,63123,Christopher J. Donelan,Christopher J. Donelan (D-Orange),Orange,13956,0.7908874532471948,63124,Robert E. Parks,Robert E. Parks (R-Athol),Athol,3690,0.20911254675280516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,Dem_Incumbent,TRUE,58.17749064943896,TRUE,2008,14.23361676048348,D+14
Legislative,8,State Representative,Second Hampden,2nd Hampden,58777,104624,2008-11-04,FALSE,23815,1508,28,2,62766,Brian M. Ashe,Brian M. Ashe (D-Longmeadow),Longmeadow,Democratic,NA,NA,NA,NA,NA,62766,Brian M. Ashe,Brian M. Ashe (D-Longmeadow),Longmeadow,12133,0.544593563445397,63125,William G. Scibelli,William G. Scibelli (R-Longmeadow),Longmeadow,10146,0.455406436554603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,No_Incumbent,TRUE,8.918712689079399,TRUE,2008,4.5964939569957615,D+5
Legislative,8,State Representative,Third Hampden,3rd Hampden,58778,104483,2008-11-04,FALSE,21099,1371,23,2,62771,Rosemary Sandlin,Rosemary Sandlin (D-Agawam),Agawam,Democratic,62771,Rosemary Sandlin,Rosemary Sandlin (D-Agawam),Agawam,Democratic,62771,Rosemary Sandlin,Rosemary Sandlin (D-Agawam),Agawam,10247,0.5200202994163918,NA,NA,NA,NA,NA,NA,62768,Nicholas A. Boldyga,Nicholas A. Boldyga (U-Southwick),Southwick,9458,0.4799797005836082,Unenrolled,NA,NA,NA,NA,NA,NA,NA,2008,Dem_Incumbent,TRUE,4.0040598832783605,TRUE,2008,1.6411143676494655,D+2
Legislative,8,State Representative,Fourth Hampden,4th Hampden,58779,104699,2008-11-04,FALSE,17688,1072,15,2,62772,"Donald F. Humason, Jr.","Donald F. Humason, Jr. (R-Westfield)",Westfield,Republican,62772,"Donald F. Humason, Jr.","Donald F. Humason, Jr. (R-Westfield)",Westfield,Republican,63127,Brian R. Hoose,Brian R. Hoose (D-Westfield),Westfield,5080,0.30600566230949944,62772,"Donald F. Humason, Jr.","Donald F. Humason, Jr. (R-Westfield)",Westfield,11521,0.6939943376905006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,GOP_Incumbent,FALSE,-38.79886753810011,TRUE,2008,3.202773297220829,D+3
Legislative,8,State Representative,Tenth Hampden,10th Hampden,58785,104693,2008-11-04,FALSE,9489,1331,36,2,72116,Cheryl Rivera,Cheryl Rivera (D-Springfield),Springfield,Democratic,72116,Cheryl Rivera,Cheryl Rivera (D-Springfield),Springfield,Democratic,72116,Cheryl Rivera,Cheryl Rivera (D-Springfield),Springfield,6926,0.8527456291553804,63128,George Vazquez,George Vazquez (R-Springfield),Springfield,1196,0.14725437084461956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,Dem_Incumbent,TRUE,70.54912583107608,TRUE,2008,29.18849921181276,D+29
Legislative,8,State Representative,First Middlesex,1st Middlesex,58791,104537,2008-11-04,FALSE,22793,1266,14,3,63131,Robert S. Hargraves,Robert S. Hargraves (R-Groton),Groton,Republican,63131,Robert S. Hargraves,Robert S. Hargraves (R-Groton),Groton,Republican,63133,Virginia C. Wood,Virginia C. Wood (D-Groton),Groton,8808,0.4094268581787756,63131,Robert S. Hargraves,Robert S. Hargraves (R-Groton),Groton,11479,0.533584344349928,63132,Zachary E. Saboliauskas,Zachary E. Saboliauskas (U-Pepperell),Pepperell,1226,0.05698879747129642,Unenrolled,NA,NA,NA,NA,NA,NA,NA,2008,GOP_Incumbent,FALSE,-12.415748617115236,TRUE,2008,0.7922382452249299,D+1
Legislative,8,State Representative,Second Middlesex,2nd Middlesex,58792,104605,2008-11-04,FALSE,24449,1696,11,2,62796,James Arciero,James Arciero (D-Westford),Westford,Democratic,NA,NA,NA,NA,NA,62796,James Arciero,James Arciero (D-Westford),Westford,12094,0.5317913991733357,63134,Paul J. Avella,Paul J. Avella (R-Littleton),Littleton,10648,0.4682086008266643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,No_Incumbent,TRUE,6.358279834667141,TRUE,2008,3.4141059980491217,D+3
Legislative,8,State Representative,Third Middlesex,3rd Middlesex,58793,104561,2008-11-04,FALSE,22419,1059,9,3,62797,Kate Hogan,Kate Hogan (D-Stow),Stow,Democratic,NA,NA,NA,NA,NA,62797,Kate Hogan,Kate Hogan (D-Stow),Stow,10166,0.4761369490890357,63139,Sonny Parente,Sonny Parente (R-Hudson),Hudson,9288,0.4350147534073346,63138,David A. Goulding,David A. Goulding (U-Bolton),Bolton,1897,0.08884829750362981,Unenrolled,NA,NA,NA,NA,NA,NA,NA,2008,No_Incumbent,TRUE,4.1122195681701115,TRUE,2008,9.051281651679622,D+9
Legislative,8,State Representative,Fourth Middlesex,4th Middlesex,58794,104555,2008-11-04,FALSE,20092,1245,23,3,62799,Danielle W. Gregoire,Danielle W. Gregoire (D-Marlborough),Marlborough,Democratic,NA,NA,NA,NA,NA,62799,Danielle W. Gregoire,Danielle W. Gregoire (D-Marlborough),Marlborough,9044,0.4804504887377816,63143,Arthur G. Vigeant,Arthur G. Vigeant (R-Marlborough),Marlborough,8296,0.4407139821504462,78142,Joseph L. Valianti,Joseph L. Valianti (U-Marlborough),Marlborough,1484,0.0788355291117722,Unenrolled,NA,NA,NA,NA,NA,NA,NA,2008,No_Incumbent,TRUE,3.9736506587335407,TRUE,2008,6.812999431639044,D+7
Legislative,8,State Representative,Eighth Middlesex,8th Middlesex,58798,104645,2008-11-04,FALSE,23845,1463,17,2,62808,Carolyn C. Dykema,Carolyn C. Dykema (D-Holliston),Holliston,Democratic,NA,NA,NA,NA,NA,62808,Carolyn C. Dykema,Carolyn C. Dykema (D-Holliston),Holliston,11680,0.5222445785826068,63145,Dan Haley,Dan Haley (R-Holliston),Holliston,10685,0.4777554214173933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,No_Incumbent,TRUE,4.448915716521346,TRUE,2008,4.816903549470519,D+5
Legislative,8,State Representative,Thirteenth Middlesex,13th Middlesex,58803,104653,2008-11-04,FALSE,21991,1207,20,2,62816,Thomas P. Conroy,Thomas P. Conroy (D-Wayland),Wayland,Democratic,62816,Thomas P. Conroy,Thomas P. Conroy (D-Wayland),Wayland,Democratic,62816,Thomas P. Conroy,Thomas P. Conroy (D-Wayland),Wayland,12225,0.5887593912540936,63147,Susan W. Pope,Susan W. Pope (R-Wayland),Wayland,8539,0.4112406087459064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,Dem_Incumbent,TRUE,17.75187825081872,TRUE,2008,15.617782533932644,D+16
Legislative,8,State Representative,Fourteenth Middlesex,14th Middlesex,58804,104466,2008-11-04,FALSE,23915,2710,40,2,62817,Cory Atkins,Cory Atkins (D-Concord),Concord,Democratic,62817,Cory Atkins,Cory Atkins (D-Concord),Concord,Democratic,62817,Cory Atkins,Cory Atkins (D-Concord),Concord,13868,0.6552326954878337,NA,NA,NA,NA,NA,NA,63148,Richard P. McClure,Richard P. McClure (U-Chelmsford),Chelmsford,7297,0.3447673045121663,Unenrolled,NA,NA,NA,NA,NA,NA,NA,2008,Dem_Incumbent,TRUE,31.04653909756674,TRUE,2008,14.09345922411992,D+14
Legislative,8,State Representative,Eighteenth Middlesex,18th Middlesex,58808,104654,2008-11-04,FALSE,9522,1626,3,2,62822,Kevin J. Murphy,Kevin J. Murphy (D-Lowell),Lowell,Democratic,62822,Kevin J. Murphy,Kevin J. Murphy (D-Lowell),Lowell,Democratic,62822,Kevin J. Murphy,Kevin J. Murphy (D-Lowell),Lowell,6604,0.8366907386291651,NA,NA,NA,NA,NA,NA,63149,Kenneth J. Patrician,Kenneth J. Patrician (U-Lowell),Lowell,1289,0.16330926137083493,Unenrolled,NA,NA,NA,NA,NA,NA,NA,2008,Dem_Incumbent,TRUE,67.338147725833025,TRUE,2008,17.27212919983483,D+17
Legislative,8,State Representative,Twentieth Middlesex,20th Middlesex,58810,104660,2008-11-04,FALSE,25058,2063,17,2,62825,"Bradley H. Jones, Jr.","Bradley H. Jones, Jr. (R-North Reading)",North Reading,Republican,62825,"Bradley H. Jones, Jr.","Bradley H. Jones, Jr. (R-North Reading)",North Reading,Republican,63150,Claire M. Paradiso,Claire M. Paradiso (D-Reading),Reading,6597,0.28710070502219515,62825,"Bradley H. Jones, Jr.","Bradley H. Jones, Jr. (R-North Reading)",North Reading,16381,0.7128992949778049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,GOP_Incumbent,FALSE,-42.579858995560976,TRUE,2008,-0.4907032507340481,EVEN
Legislative,8,State Representative,Twenty-Second Middlesex,22nd Middlesex,58812,104559,2008-11-04,FALSE,19546,1204,15,2,63151,"William G. Greene, Jr.","William G. Greene, Jr. (D-Billerica)",Billerica,Democratic,63151,"William G. Greene, Jr.","William G. Greene, Jr. (D-Billerica)",Billerica,Democratic,63151,"William G. Greene, Jr.","William G. Greene, Jr. (D-Billerica)",Billerica,11836,0.6458231025263272,63152,Anthony Lucacio,Anthony Lucacio (R-Billerica),Billerica,6491,0.3541768974736727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,Dem_Incumbent,TRUE,29.164620505265454,TRUE,2008,0.6062346112659767,D+1
Legislative,8,State Representative,Thirty-First Middlesex,31st Middlesex,58821,104694,2008-11-04,FALSE,22712,1613,24,3,62845,Jason M. Lewis,Jason M. Lewis (D-Winchester),Winchester,Democratic,NA,NA,NA,NA,NA,62845,Jason M. Lewis,Jason M. Lewis (D-Winchester),Winchester,10858,0.5152075919335706,63155,Brian P. O'Connor,Brian P. O'Connor (R-Winchester),Winchester,5147,0.24422301304863583,63156,Chad Riley,Chad Riley (U-Winchester),Winchester,5070,0.2405693950177936,Unenrolled,NA,NA,NA,NA,NA,NA,NA,2008,No_Incumbent,TRUE,27.098457888493478,TRUE,2008,7.732164906878348,D+8
Legislative,8,State Representative,Thirty-Seventh Middlesex,37th Middlesex,58827,104467,2008-11-04,FALSE,22594,1609,17,2,62859,Jennifer E. Benson,Jennifer E. Benson (D-Lunenburg),Lunenburg,Democratic,NA,NA,NA,NA,NA,62859,Jennifer E. Benson,Jennifer E. Benson (D-Lunenburg),Lunenburg,11700,0.5579931323922167,62860,Kurt Hayes,Kurt Hayes (R-Boxborough),Boxborough,9268,0.4420068676077833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,No_Incumbent,TRUE,11.598626478443341,TRUE,2008,9.062467748523083,D+9
Legislative,8,State Representative,Fourth Norfolk,4th Norfolk,58831,104700,2008-11-04,FALSE,19620,1628,35,2,62869,James Michael Murphy,James Michael Murphy (D-Weymouth),Weymouth,Democratic,62869,James Michael Murphy,James Michael Murphy (D-Weymouth),Weymouth,Democratic,62869,James Michael Murphy,James Michael Murphy (D-Weymouth),Weymouth,13385,0.7453917692264855,62868,Robert Montgomery Thomas,Robert Montgomery Thomas (R-Weymouth),Weymouth,4572,0.2546082307735145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,Dem_Incumbent,TRUE,49.0783538452971,TRUE,2008,5.420592762081111,D+5
Legislative,8,State Representative,Fifth Norfolk,5th Norfolk,58832,104590,2008-11-04,FALSE,21893,2632,36,2,63160,"Joseph R. Driscoll, Jr.","Joseph R. Driscoll, Jr. (D-Braintree)",Braintree,Democratic,63160,"Joseph R. Driscoll, Jr.","Joseph R. Driscoll, Jr. (D-Braintree)",Braintree,Democratic,63160,"Joseph R. Driscoll, Jr.","Joseph R. Driscoll, Jr. (D-Braintree)",Braintree,15280,0.7947984395318596,NA,NA,NA,NA,NA,NA,63161,Richard A. Moran,Richard A. Moran (U-Braintree),Braintree,3945,0.20520156046814045,Unenrolled,NA,NA,NA,NA,NA,NA,NA,2008,Dem_Incumbent,TRUE,58.95968790637192,TRUE,2008,4.021857633781789,D+4
Legislative,8,State Representative,Ninth Norfolk,9th Norfolk,58836,104666,2008-11-04,FALSE,22137,1444,31,2,63061,Richard J. Ross,Richard J. Ross (R-Wrentham),Wrentham,Republican,63061,Richard J. Ross,Richard J. Ross (R-Wrentham),Wrentham,Republican,NA,NA,NA,NA,NA,NA,63061,Richard J. Ross,Richard J. Ross (R-Wrentham),Wrentham,12688,0.6140741457748524,63162,Thomas Joseph Roache,Thomas Joseph Roache (U-Medfield),Medfield,7974,0.3859258542251477,Unenrolled,NA,NA,NA,NA,NA,NA,NA,2008,GOP_Incumbent,FALSE,37.978511276739916,TRUE,2008,-1.5595815492477738,R+2
Legislative,8,State Representative,First Plymouth,1st Plymouth,58843,104684,2008-11-04,FALSE,23177,1267,14,2,72138,Vinny M. deMacedo,Vinny M. deMacedo (R-Plymouth),Plymouth,Republican,72138,Vinny M. deMacedo,Vinny M. deMacedo (R-Plymouth),Plymouth,Republican,63165,Jay D. Ferguson,Jay D. Ferguson (D-Plymouth),Plymouth,7118,0.3250822067957618,72138,Vinny M. deMacedo,Vinny M. deMacedo (R-Plymouth),Plymouth,14778,0.6749177932042382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,GOP_Incumbent,FALSE,-34.98355864084764,TRUE,2008,2.341211195978188,D+2
Legislative,8,State Representative,Fourth Plymouth,4th Plymouth,58846,104665,2008-11-04,FALSE,24056,1371,24,2,62899,James M. Cantwell,James M. Cantwell (D-Marshfield),Marshfield,Democratic,NA,NA,NA,NA,NA,62899,James M. Cantwell,James M. Cantwell (D-Marshfield),Marshfield,13988,0.6172719650500861,NA,NA,NA,NA,NA,NA,63169,John M. Valianti,John M. Valianti (U-Marshfield),Marshfield,8673,0.382728034949914,Unenrolled,NA,NA,NA,NA,NA,NA,NA,2008,No_Incumbent,TRUE,23.45439301001721,TRUE,2008,0.662218312505658,D+1
Legislative,8,State Representative,Ninth Plymouth,9th Plymouth,58851,104595,2008-11-04,FALSE,14350,1405,21,2,62910,Michael D. Brady,Michael D. Brady (D-Brockton),Brockton,Democratic,NA,NA,NA,NA,NA,62910,Michael D. Brady,Michael D. Brady (D-Brockton),Brockton,10820,0.8372021046115754,63171,Lawrence P. Novak,Lawrence P. Novak (R-Brockton),Brockton,2104,0.16279789538842462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,No_Incumbent,TRUE,67.44042092231508,TRUE,2008,17.04942309516134,D+17
Legislative,8,State Representative,Second Worcester,2nd Worcester,58875,104513,2008-11-04,FALSE,18717,2265,10,2,63179,Robert L. Rice,Robert L. Rice (D-Gardner),Gardner,Democratic,63179,Robert L. Rice,Robert L. Rice (D-Gardner),Gardner,Democratic,63179,Robert L. Rice,Robert L. Rice (D-Gardner),Gardner,11921,0.7250334509183798,NA,NA,NA,NA,NA,NA,62962,Carolyn A. Kamuda,Carolyn A. Kamuda (U-Gardner),Gardner,4521,0.2749665490816202,Unenrolled,NA,NA,NA,NA,NA,NA,NA,2008,Dem_Incumbent,TRUE,45.00669018367596,TRUE,2008,6.050482657624123,D+6
Legislative,8,State Representative,Fourth Worcester,4th Worcester,58877,104651,2008-11-04,FALSE,18352,1187,21,2,62966,Dennis A. Rosa,Dennis A. Rosa (D-Leominster),Leominster,Democratic,NA,NA,NA,NA,NA,62966,Dennis A. Rosa,Dennis A. Rosa (D-Leominster),Leominster,9671,0.5641040597293514,NA,NA,NA,NA,NA,NA,63181,Claire M. Freda,Claire M. Freda (U-Leominster),Leominster,7473,0.4358959402706486,Unenrolled,NA,NA,NA,NA,NA,NA,NA,2008,No_Incumbent,TRUE,12.82081194587028,TRUE,2008,5.923092514466544,D+6
Legislative,8,State Representative,Fifth Worcester,5th Worcester,58878,104544,2008-11-04,FALSE,20458,1141,6,2,62967,Anne M. Gobi,Anne M. Gobi (D-Spencer),Spencer,Democratic,62967,Anne M. Gobi,Anne M. Gobi (D-Spencer),Spencer,Democratic,62967,Anne M. Gobi,Anne M. Gobi (D-Spencer),Spencer,13577,0.7030707886696701,63182,"Stephen J. Comtois, II","Stephen J. Comtois, II (R-Brookfield)",Brookfield,5734,0.29692921133032985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,Dem_Incumbent,TRUE,40.61415773393403,TRUE,2008,1.866213443835052,D+2
Legislative,8,State Representative,Sixth Worcester,6th Worcester,58879,104603,2008-11-04,FALSE,19216,920,26,2,62969,Geraldo Alicea,Geraldo Alicea (D-Charlton),Charlton,Democratic,62969,Geraldo Alicea,Geraldo Alicea (D-Charlton),Charlton,Democratic,62969,Geraldo Alicea,Geraldo Alicea (D-Charlton),Charlton,11047,0.6046524356869184,63183,Ronald J. Chernisky,Ronald J. Chernisky (R-Southbridge),Southbridge,7223,0.39534756431308155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,Dem_Incumbent,TRUE,20.930487137383686,TRUE,2008,2.639460889164702,D+3
Legislative,8,State Representative,Seventh Worcester,7th Worcester,58880,104529,2008-11-04,FALSE,20716,1423,7,2,62972,Paul K. Frost,Paul K. Frost (R-Auburn),Auburn,Republican,62972,Paul K. Frost,Paul K. Frost (R-Auburn),Auburn,Republican,63184,Daniel S. Carpenter,Daniel S. Carpenter (D-Auburn),Auburn,6675,0.34610598361505757,62972,Paul K. Frost,Paul K. Frost (R-Auburn),Auburn,12611,0.6538940163849425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,GOP_Incumbent,FALSE,-30.77880327698849,TRUE,2008,3.396980285282813,D+3
